name,start_date,end_date,executive,council,council_website,id,email,image,party,source,ward,council_email
Jess Glasgow,,,,Noosa Shire Council,http://www.noosa.qld.gov.au,noosa_shire_council/jess_glasgow,jess.glasgow@noosa.qld.gov.au,http://www.noosa.qld.gov.au/documents/40217326/40227860/photo%20Cr%20Jess%20Glasgow?t=1460077455690,,http://www.noosa.qld.gov.au/mayor-councillors,,mail@noosa.qld.gov.au
Ingrid Jackson,,,,Noosa Shire Council,http://www.noosa.qld.gov.au,noosa_shire_council/ingrid_jackson,ingrid.jackson@noosa.qld.gov.au,http://www.noosa.qld.gov.au/documents/40217326/40227862/Cr%20Ingrid%20Jackson%20photo?t=1465349952913,,http://www.noosa.qld.gov.au/mayor-councillors,,mail@noosa.qld.gov.au
Brian Stockwell,,,,Noosa Shire Council,http://www.noosa.qld.gov.au,noosa_shire_council/brian_stockwell,brian.stockwell@noosa.qld.gov.au,http://www.noosa.qld.gov.au/documents/40217326/40227860/photo%20Cr%20Brian%20Stockwell?t=1460077455690,,http://www.noosa.qld.gov.au/mayor-councillors,,mail@noosa.qld.gov.au
Frank Pardon,,,,Noosa Shire Council,http://www.noosa.qld.gov.au,noosa_shire_council/frank_pardon,Frank.Pardon@noosa.qld.gov.au,http://www.noosa.qld.gov.au/documents/40217326/40227862/Frank%20Pardon.jpg?t=1388016581763,,http://www.noosa.qld.gov.au/mayor-councillors,,mail@noosa.qld.gov.au
Frank Wilkie,,,,Noosa Shire Council,http://www.noosa.qld.gov.au,noosa_shire_council/frank_wilkie,Frank.Wilkie@noosa.qld.gov.au,http://www.noosa.qld.gov.au/documents/40217326/40227862/Frank%20Wilkie.jpg?t=1388016581763,,http://www.noosa.qld.gov.au/mayor-councillors,,mail@noosa.qld.gov.au
Joe Jurisevic,,,,Noosa Shire Council,http://www.noosa.qld.gov.au,noosa_shire_council/joe_jurisevic,Joe.Jurisevic@noosa.qld.gov.au,http://www.noosa.qld.gov.au/documents/40217326/40227862/Joe%20Jurisevic.jpg,,http://www.noosa.qld.gov.au/mayor-councillors,,mail@noosa.qld.gov.au
Don Waugh,,,mayor,North Burnett Regional Council,http://www.northburnett.qld.gov.au,north_burnett_regional_council/don_waugh,,,,,,admin@northburnett.qld.gov.au
Peter Webster,,,,North Burnett Regional Council,http://www.northburnett.qld.gov.au,north_burnett_regional_council/peter_webster,,,,,,admin@northburnett.qld.gov.au
John Zahl,,,,North Burnett Regional Council,http://www.northburnett.qld.gov.au,north_burnett_regional_council/john_zahl,,,,,,admin@northburnett.qld.gov.au
Robert Radel,,,,North Burnett Regional Council,http://www.northburnett.qld.gov.au,north_burnett_regional_council/robert_radel,,,,,,admin@northburnett.qld.gov.au
Faye Whelan,,,,North Burnett Regional Council,http://www.northburnett.qld.gov.au,north_burnett_regional_council/faye_whelan,,,,,,admin@northburnett.qld.gov.au
John Bowen,,,,North Burnett Regional Council,http://www.northburnett.qld.gov.au,north_burnett_regional_council/john_bowen,,,,,,admin@northburnett.qld.gov.au
Paul Lobegeier,,,,North Burnett Regional Council,http://www.northburnett.qld.gov.au,north_burnett_regional_council/paul_lobegeier,,,,,,admin@northburnett.qld.gov.au
Edward Newman,,,mayor,Northern Peninsula Area Regional Council,http://www.nparc.qld.gov.au,northern_peninsula_area_regional_council/edward_newman,,,,,,info@nparc.qld.gov.au
Gina Nona,,,,Northern Peninsula Area Regional Council,http://www.nparc.qld.gov.au,northern_peninsula_area_regional_council/gina_nona,,,,,,info@nparc.qld.gov.au
Peter Lui,,,,Northern Peninsula Area Regional Council,http://www.nparc.qld.gov.au,northern_peninsula_area_regional_council/peter_lui,,,,,,info@nparc.qld.gov.au
Cassandra Adidi,,,,Northern Peninsula Area Regional Council,http://www.nparc.qld.gov.au,northern_peninsula_area_regional_council/cassandra_adidi,,,,,,info@nparc.qld.gov.au
Michael Bond,,,,Northern Peninsula Area Regional Council,http://www.nparc.qld.gov.au,northern_peninsula_area_regional_council/michael_bond,,,,,,info@nparc.qld.gov.au
Joseph Elu,,,,Northern Peninsula Area Regional Council,http://www.nparc.qld.gov.au,northern_peninsula_area_regional_council/joseph_elu,,,,,,info@nparc.qld.gov.au
Alfred Lacey,,,mayor,Palm Island Aboriginal Shire Council,http://www.piac.com.au,palm_island_aboriginal_shire_council/alfred_lacey,,,,,,reception@palmcouncil.com.au
Robert Castors,,,,Palm Island Aboriginal Shire Council,http://www.piac.com.au,palm_island_aboriginal_shire_council/robert_castors,,,,,,reception@palmcouncil.com.au
Deniece Geia,,,,Palm Island Aboriginal Shire Council,http://www.piac.com.au,palm_island_aboriginal_shire_council/deniece_geia,,,,,,reception@palmcouncil.com.au
Edward Walsh,,,,Palm Island Aboriginal Shire Council,http://www.piac.com.au,palm_island_aboriginal_shire_council/edward_walsh,,,,,,reception@palmcouncil.com.au
Roy Prior,,,,Palm Island Aboriginal Shire Council,http://www.piac.com.au,palm_island_aboriginal_shire_council/roy_prior,,,,,,reception@palmcouncil.com.au
Lindsay Godfrey,,,mayor,Paroo Shire Council,http://www.paroo.qld.gov.au,paroo_shire_council/lindsay_godfrey,,,,,,council@paroo.qld.gov.au
Joann Woodcroft,,,,Paroo Shire Council,http://www.paroo.qld.gov.au,paroo_shire_council/joann_woodcroft,,,,,,council@paroo.qld.gov.au
Don Dunsdon,,,,Paroo Shire Council,http://www.paroo.qld.gov.au,paroo_shire_council/don_dunsdon,,,,,,council@paroo.qld.gov.au
Neil Hatchman,,,,Paroo Shire Council,http://www.paroo.qld.gov.au,paroo_shire_council/neil_hatchman,,,,,,council@paroo.qld.gov.au
Rick Brain,,,,Paroo Shire Council,http://www.paroo.qld.gov.au,paroo_shire_council/rick_brain,,,,,,council@paroo.qld.gov.au
Richard Tarpencha,,,mayor,Pormpuraaw Aboriginal Shire Council,http://www.pormpuraaw.qld.gov.au,pormpuraaw_aboriginal_shire_council/richard_tarpencha,,,,,,admin@pormpuraaw.qld.gov.au
Keith Barney,,,,Pormpuraaw Aboriginal Shire Council,http://www.pormpuraaw.qld.gov.au,pormpuraaw_aboriginal_shire_council/keith_barney,,,,,,admin@pormpuraaw.qld.gov.au
George Simeon Conrad,,,,Pormpuraaw Aboriginal Shire Council,http://www.pormpuraaw.qld.gov.au,pormpuraaw_aboriginal_shire_council/george_simeon_conrad,,,,,,admin@pormpuraaw.qld.gov.au
Bert Edwards,,,,Pormpuraaw Aboriginal Shire Council,http://www.pormpuraaw.qld.gov.au,pormpuraaw_aboriginal_shire_council/bert_edwards,,,,,,admin@pormpuraaw.qld.gov.au
Tim Koo-Aga,,,,Pormpuraaw Aboriginal Shire Council,http://www.pormpuraaw.qld.gov.au,pormpuraaw_aboriginal_shire_council/tim_koo-aga,,,,,,admin@pormpuraaw.qld.gov.au
Stuart MacKenzie,,,mayor,Quilpie Shire Council,http://www.quilpie.qld.gov.au,quilpie_shire_council/stuart_mackenzie,,,,,,admin@quilpie.qld.gov.au
Robert Hall,,,,Quilpie Shire Council,http://www.quilpie.qld.gov.au,quilpie_shire_council/robert_hall,,,,,,admin@quilpie.qld.gov.au
Roger Volz,,,,Quilpie Shire Council,http://www.quilpie.qld.gov.au,quilpie_shire_council/roger_volz,,,,,,admin@quilpie.qld.gov.au
Bruce Paulsen,,,,Quilpie Shire Council,http://www.quilpie.qld.gov.au,quilpie_shire_council/bruce_paulsen,,,,,,admin@quilpie.qld.gov.au
Jenny Hewson,,,,Quilpie Shire Council,http://www.quilpie.qld.gov.au,quilpie_shire_council/jenny_hewson,,,,,,admin@quilpie.qld.gov.au
Karen Williams,,,mayor,Redland City Council,http://www.redland.qld.gov.au,redland_city_council/karen_williams,mayor@redland.qld.gov.au,http://www.redland.qld.gov.au/SiteCollectionImages/Council/Councillors%20Mayor/Mayor_WEB.jpg,,http://www.redland.qld.gov.au/AboutCouncil/MayorCouncillors/Pages/Mayor.aspx,,rcc@redland.qld.gov.au
Peter Mitchell,,,,Redland City Council,http://www.redland.qld.gov.au,redland_city_council/peter_mitchell,Peter.Mitchell@redland.qld.gov.au,http://www.redland.qld.gov.au/SiteCollectionImages/Council/Councillors%20Mayor/petermitchell.jpg,,http://www.redland.qld.gov.au/AboutCouncil/MayorCouncillors/Pages/Division2.aspx,Division 2,rcc@redland.qld.gov.au
Paul Golle,,,,Redland City Council,http://www.redland.qld.gov.au,redland_city_council/paul_golle,Paul.Golle@redland.qld.gov.au,http://www.redland.qld.gov.au/SiteCollectionImages/Council/Councillors%20Mayor/paulgolle.jpg,,http://www.redland.qld.gov.au/AboutCouncil/MayorCouncillors/Pages/Division3.aspx,Division 3,rcc@redland.qld.gov.au
Tracey Huges,,,,Redland City Council,http://www.redland.qld.gov.au,redland_city_council/tracey_huges,Tracey.huges@redland.qld.gov.au,http://www.redland.qld.gov.au/SiteCollectionImages/Council/Councillors%20Mayor/cr-huges-140-180.jpg,,http://www.redland.qld.gov.au/AboutCouncil/MayorCouncillors/Pages/Division8.aspx,Division 8,rcc@redland.qld.gov.au
Julie Talty,,,,Redland City Council,http://www.redland.qld.gov.au,redland_city_council/julie_talty,julie.talty@redland.qld.gov.au,http://www.redland.qld.gov.au/SiteCollectionImages/Council/Councillors%20Mayor/Councillor_Talty_WEB.jpg,,http://www.redland.qld.gov.au/AboutCouncil/MayorCouncillors/Pages/Division6.aspx,Division 6,rcc@redland.qld.gov.au
Lance Hewlett,,,,Redland City Council,http://www.redland.qld.gov.au,redland_city_council/lance_hewlett,lance.hewlett@redland.qld.gov.au,http://www.redland.qld.gov.au/SiteCollectionImages/Council/Councillors%20Mayor/Councillor_Hewlett_WEB.jpg,,http://www.redland.qld.gov.au/AboutCouncil/MayorCouncillors/Pages/Division4.aspx,Division 4,rcc@redland.qld.gov.au
Mark Edwards,,,,Redland City Council,http://www.redland.qld.gov.au,redland_city_council/mark_edwards,mark.edwards@redland.qld.gov.au,http://www.redland.qld.gov.au/SiteCollectionImages/Council/Councillors%20Mayor/Councillor_Edwards_WEB.jpg,,http://www.redland.qld.gov.au/AboutCouncil/MayorCouncillors/Pages/Division5.aspx,Division 5,rcc@redland.qld.gov.au
Murray Elliott,,,,Redland City Council,http://www.redland.qld.gov.au,redland_city_council/murray_elliott,murray.elliott@redland.qld.gov.au,http://www.redland.qld.gov.au/SiteCollectionImages/Council/Councillors%20Mayor/cr-elliott-140-180.jpg,,http://www.redland.qld.gov.au/AboutCouncil/MayorCouncillors/Pages/Division7.aspx,Division 7,rcc@redland.qld.gov.au
Paul Bishop,,,,Redland City Council,http://www.redland.qld.gov.au,redland_city_council/paul_bishop,paul.bishop@redland.qld.gov.au,http://www.redland.qld.gov.au/SiteCollectionImages/Council/Councillors%20Mayor/Councillor_Bishop_WEB.jpg,,http://www.redland.qld.gov.au/AboutCouncil/MayorCouncillors/Pages/Division10.aspx,Division 10,rcc@redland.qld.gov.au
Paul Gleeson,,,,Redland City Council,http://www.redland.qld.gov.au,redland_city_council/paul_gleeson,paul.gleeson@redland.qld.gov.au,http://www.redland.qld.gov.au/SiteCollectionImages/Council/Councillors%20Mayor/Councillor_Gleeson_WEB.jpg,,http://www.redland.qld.gov.au/AboutCouncil/MayorCouncillors/Pages/Division9.aspx,Division 9,rcc@redland.qld.gov.au
Wendy Boglary,,,,Redland City Council,http://www.redland.qld.gov.au,redland_city_council/wendy_boglary,wendy.boglary@redland.qld.gov.au,http://www.redland.qld.gov.au/SiteCollectionImages/Council/Councillors%20Mayor/cr-boglary-140-180.jpg,,http://www.redland.qld.gov.au/AboutCouncil/MayorCouncillors/Pages/Division1.aspx,Division 1,rcc@redland.qld.gov.au
John Wharton,,,mayor,Richmond Shire Council,http://www.richmond.qld.gov.au,richmond_shire_council/john_wharton,,,,,,enquiries@richmond.qld.gov.au
Bethea Pattel,,,,Richmond Shire Council,http://www.richmond.qld.gov.au,richmond_shire_council/bethea_pattel,,,,,,enquiries@richmond.qld.gov.au
Clay Kennedy,,,,Richmond Shire Council,http://www.richmond.qld.gov.au,richmond_shire_council/clay_kennedy,,,,,,enquiries@richmond.qld.gov.au
June Kuhl,,,,Richmond Shire Council,http://www.richmond.qld.gov.au,richmond_shire_council/june_kuhl,,,,,,enquiries@richmond.qld.gov.au
Kevin Bawden,,,,Richmond Shire Council,http://www.richmond.qld.gov.au,richmond_shire_council/kevin_bawden,,,,,,enquiries@richmond.qld.gov.au
Patsy-Ann Fox,,,,Richmond Shire Council,http://www.richmond.qld.gov.au,richmond_shire_council/patsy-ann_fox,,,,,,enquiries@richmond.qld.gov.au
Margaret Strelow,,,mayor,Rockhampton Regional Council,http://www.rockhamptonregion.qld.gov.au,rockhampton_regional_council/margaret_strelow,mayor@rrc.qld.gov.au,http://www.rockhamptonregion.qld.gov.au/files/assets/public/councillors/mayorstrelow.jpg,,http://www.rockhamptonregion.qld.gov.au/AboutCouncil/Councillors,,enquiries@rrc.qld.gov.au
Drew Wickerson,,,,Rockhampton Regional Council,http://www.rockhamptonregion.qld.gov.au,rockhampton_regional_council/drew_wickerson,drew.wickerson@rrc.qld.gov.au,http://www.rockhamptonregion.qld.gov.au/files/assets/public/councillors/dwickerson.png,Team McMillan,http://www.rockhamptonregion.qld.gov.au/AboutCouncil/Councillors,Division 6,enquiries@rrc.qld.gov.au
Cherie Rutherford,,,,Rockhampton Regional Council,http://www.rockhamptonregion.qld.gov.au,rockhampton_regional_council/cherie_rutherford,cherie.rutherford@rrc.qld.gov.au,http://www.rockhamptonregion.qld.gov.au/files/assets/public/councillors/picture_crcherierutherford.jpg,,http://www.rockhamptonregion.qld.gov.au/AboutCouncil/Councillors,Division 5,enquiries@rrc.qld.gov.au
Ellen Smith,,,,Rockhampton Regional Council,http://www.rockhamptonregion.qld.gov.au,rockhampton_regional_council/ellen_smith,ellen.smith@rrc.qld.gov.au,http://www.rockhamptonregion.qld.gov.au/files/assets/public/councillors/picture_crellensmith.jpg,,http://www.rockhamptonregion.qld.gov.au/AboutCouncil/Councillors,Division 4,enquiries@rrc.qld.gov.au
Neil Fisher,,,,Rockhampton Regional Council,http://www.rockhamptonregion.qld.gov.au,rockhampton_regional_council/neil_fisher,neil.fisher@rrc.qld.gov.au,http://www.rockhamptonregion.qld.gov.au/files/assets/public/councillors/picture_crneilfisher.jpg,,http://www.rockhamptonregion.qld.gov.au/AboutCouncil/Councillors,Division 2,enquiries@rrc.qld.gov.au
Rose Swadling,,,,Rockhampton Regional Council,http://www.rockhamptonregion.qld.gov.au,rockhampton_regional_council/rose_swadling,rose.swadling@rrc.qld.gov.au,http://www.rockhamptonregion.qld.gov.au/files/assets/public/councillors/picture_crroseswadling.jpg,,http://www.rockhamptonregion.qld.gov.au/AboutCouncil/Councillors,Division 1,enquiries@rrc.qld.gov.au
Stephen Schwarten,,,,Rockhampton Regional Council,http://www.rockhamptonregion.qld.gov.au,rockhampton_regional_council/stephen_schwarten,stephen.schwarten@rrc.qld.gov.au,http://www.rockhamptonregion.qld.gov.au/files/assets/public/councillors/picture_crstephenschwarten.jpg,Team McMillan,http://www.rockhamptonregion.qld.gov.au/AboutCouncil/Councillors,Division 7,enquiries@rrc.qld.gov.au
Tony Williams,,,,Rockhampton Regional Council,http://www.rockhamptonregion.qld.gov.au,rockhampton_regional_council/tony_williams,tony.williams@rrc.qld.gov.au,http://www.rockhamptonregion.qld.gov.au/files/assets/public/councillors/picture_crtonywilliams.jpg,,http://www.rockhamptonregion.qld.gov.au/AboutCouncil/Councillors,Division 3,enquiries@rrc.qld.gov.au
Greg Christensen ,,,mayor,Scenic Rim Regional Council,http://www.scenicrim.qld.gov.au,scenic_rim_regional_council/greg_christensen,greg.c@scenicrim.qld.gov.au,http://www.scenicrim.qld.gov.au/documents/717563/3224611/mayorgreg%20sml.jpg?t=1459810873570,,http://www.scenicrim.qld.gov.au/councillors,,mail@scenicrim.qld.gov.au
Michael Enright,,,,Scenic Rim Regional Council,http://www.scenicrim.qld.gov.au,scenic_rim_regional_council/michael_enright,michael.e@scenicrim.qld.gov.au,http://www.scenicrim.qld.gov.au/documents/717563/3224611/michael%20web.jpg?t=1459908984772,,http://www.scenicrim.qld.gov.au/councillors,Division 4,mail@scenicrim.qld.gov.au
Duncan McInnes,,,,Scenic Rim Regional Council,http://www.scenicrim.qld.gov.au,scenic_rim_regional_council/duncan_mcinnes,duncan.m@scenicrim.qld.gov.au,http://www.scenicrim.qld.gov.au/image/image_gallery?uuid=f1deb55b-1b8a-4873-b240-8dd053f2e222&groupId=717563&t=1337060588516,,http://www.scenicrim.qld.gov.au/councillors,Division 6,mail@scenicrim.qld.gov.au
Nadia O'Carroll,,,,Scenic Rim Regional Council,http://www.scenicrim.qld.gov.au,scenic_rim_regional_council/nadia_o'carroll,nadia.o@scenicrim.qld.gov.au,http://www.scenicrim.qld.gov.au/image/image_gallery?uuid=3d64a377-24d5-4c6e-932f-350865710f9f&groupId=717563&t=1337060805225,,http://www.scenicrim.qld.gov.au/councillors,Division 2,mail@scenicrim.qld.gov.au
Nigel Waistell,,,,Scenic Rim Regional Council,http://www.scenicrim.qld.gov.au,scenic_rim_regional_council/nigel_waistell,nigel.w@scenicrim.qld.gov.au,http://www.scenicrim.qld.gov.au/image/image_gallery?uuid=49006300-40dc-43a7-acac-14c3256cf223&groupId=717563&t=1337060588516,,http://www.scenicrim.qld.gov.au/councillors,Division 1,mail@scenicrim.qld.gov.au
Rick Stanfield,,,,Scenic Rim Regional Council,http://www.scenicrim.qld.gov.au,scenic_rim_regional_council/rick_stanfield,rick.s@scenicrim.qld.gov.au,http://www.scenicrim.qld.gov.au/image/image_gallery?uuid=f9441e91-2a86-49b2-bb0d-de50c6b435e0&groupId=717563&t=1337060588516,,http://www.scenicrim.qld.gov.au/councillors,Division 5,mail@scenicrim.qld.gov.au
Virginia West,,,,Scenic Rim Regional Council,http://www.scenicrim.qld.gov.au,scenic_rim_regional_council/virginia_west,virginia.w@scenicrim.qld.gov.au,http://www.scenicrim.qld.gov.au/image/image_gallery?uuid=4a183106-ca64-444f-b8fb-692ecce845cf&groupId=717563&t=1337060588516,,http://www.scenicrim.qld.gov.au/councillors,Division 3,mail@scenicrim.qld.gov.au
Graeme Lehmann,,,mayor,Somerset Regional Council,http://www.somerset.qld.gov.au,somerset_regional_council/graeme_lehmann,,,,,,mail@somerset.qld.gov.au
Bob Whalley,,,,Somerset Regional Council,http://www.somerset.qld.gov.au,somerset_regional_council/bob_whalley,,,,,,mail@somerset.qld.gov.au
Cheryl Gaedtke,,,,Somerset Regional Council,http://www.somerset.qld.gov.au,somerset_regional_council/cheryl_gaedtke,,,,,,mail@somerset.qld.gov.au
Sean Choat,,,,Somerset Regional Council,http://www.somerset.qld.gov.au,somerset_regional_council/sean_choat,,,,,,mail@somerset.qld.gov.au
Dan Hall,,,,Somerset Regional Council,http://www.somerset.qld.gov.au,somerset_regional_council/dan_hall,,,,,,mail@somerset.qld.gov.au
Helen Brieschke,,,,Somerset Regional Council,http://www.somerset.qld.gov.au,somerset_regional_council/helen_brieschke,,,,,,mail@somerset.qld.gov.au
Michael Ogg,,,,Somerset Regional Council,http://www.somerset.qld.gov.au,somerset_regional_council/michael_ogg,,,,,,mail@somerset.qld.gov.au
Wayne Kratzmann,,,mayor,South Burnett Regional Council,http://www.southburnett.qld.gov.au,south_burnett_regional_council/wayne_kratzmann,,,,,,info@southburnett.qld.gov.au
Roz Frohloff,,,,South Burnett Regional Council,http://www.southburnett.qld.gov.au,south_burnett_regional_council/roz_frohloff,,,,,,info@southburnett.qld.gov.au
Gavin Jones,,,,South Burnett Regional Council,http://www.southburnett.qld.gov.au,south_burnett_regional_council/gavin_jones,,,,,,info@southburnett.qld.gov.au
Danita Potter,,,,South Burnett Regional Council,http://www.southburnett.qld.gov.au,south_burnett_regional_council/danita_potter,,,,,,info@southburnett.qld.gov.au
Terry Fleischfresser,,,,South Burnett Regional Council,http://www.southburnett.qld.gov.au,south_burnett_regional_council/terry_fleischfresser,,,,,,info@southburnett.qld.gov.au
Kathy Duff,,,,South Burnett Regional Council,http://www.southburnett.qld.gov.au,south_burnett_regional_council/kathy_duff,,,,,,info@southburnett.qld.gov.au
Ros Heit,,,,South Burnett Regional Council,http://www.southburnett.qld.gov.au,south_burnett_regional_council/ros_heit,,,,,,info@southburnett.qld.gov.au
Tracy Dobie,,,mayor,Southern Downs Regional Council,http://www.sdrc.qld.gov.au,southern_downs_regional_council/tracy_dobie,,,,,,mail@sdrc.qld.gov.au
Sheryl Windle,,,,Southern Downs Regional Council,http://www.sdrc.qld.gov.au,southern_downs_regional_council/sheryl_windle,,,,,,mail@sdrc.qld.gov.au
Rod Kelly,,,,Southern Downs Regional Council,http://www.sdrc.qld.gov.au,southern_downs_regional_council/rod_kelly,,,,,,mail@sdrc.qld.gov.au
Marika McNichol,,,,Southern Downs Regional Council,http://www.sdrc.qld.gov.au,southern_downs_regional_council/marika_mcnichol,,,,,,mail@sdrc.qld.gov.au
Yve Stocks,,,,Southern Downs Regional Council,http://www.sdrc.qld.gov.au,southern_downs_regional_council/yve_stocks,,,,,,mail@sdrc.qld.gov.au
Cameron Gow,,,,Southern Downs Regional Council,http://www.sdrc.qld.gov.au,southern_downs_regional_council/cameron_gow,,,,,,mail@sdrc.qld.gov.au
Jo McNally,,,,Southern Downs Regional Council,http://www.sdrc.qld.gov.au,southern_downs_regional_council/jo_mcnally,,,,,,mail@sdrc.qld.gov.au
Neil Meiklejohn,,,,Southern Downs Regional Council,http://www.sdrc.qld.gov.au,southern_downs_regional_council/neil_meiklejohn,,,,,,mail@sdrc.qld.gov.au
Vic Pennisi,,,,Southern Downs Regional Council,http://www.sdrc.qld.gov.au,southern_downs_regional_council/vic_pennisi,,,,,,mail@sdrc.qld.gov.au
Mark Jamieson,,,mayor,Sunshine Coast Regional Council,http://www.sunshinecoast.qld.gov.au,sunshine_coast_regional_council/mark_jamieson,Mark.Jamieson@sunshinecoast.qld.gov.au,https://d1j8a4bqwzee3.cloudfront.net/~/media/Corporate/Images/PageWidgetImages/Councillors/cr-mayor.jpg,,https://www.sunshinecoast.qld.gov.au/Council/Mayor-and-Councillors/Profiles/Mayor,,mail@sunshinecoast.qld.gov.au
John Connolly,,,,Sunshine Coast Regional Council,http://www.sunshinecoast.qld.gov.au,sunshine_coast_regional_council/john_connolly,john.connolly@sunshinecoast.qld.gov.au,https://d1j8a4bqwzee3.cloudfront.net/~/media/Corporate/Images/PageWidgetImages/Councillors/cr-div4.jpg,,https://www.sunshinecoast.qld.gov.au/Council/Mayor-and-Councillors/Profiles/Division-4-Cr-John-Connolly,Division 4,mail@sunshinecoast.qld.gov.au
Christian Dickson,,,,Sunshine Coast Regional Council,http://www.sunshinecoast.qld.gov.au,sunshine_coast_regional_council/christian_dickson,Christian.Dickson@sunshinecoast.qld.gov.au,https://d1j8a4bqwzee3.cloudfront.net/~/media/Corporate/Images/PageWidgetImages/Councillors/cr-div6.jpg,,https://www.sunshinecoast.qld.gov.au/Council/Mayor-and-Councillors/Profiles/Division-6-Cr-Christian-Dickson,Division 6,mail@sunshinecoast.qld.gov.au
Greg Rogerson,,,,Sunshine Coast Regional Council,http://www.sunshinecoast.qld.gov.au,sunshine_coast_regional_council/greg_rogerson,Greg.Rogerson@sunshinecoast.qld.gov.au,https://d1j8a4bqwzee3.cloudfront.net/~/media/Corporate/Images/PageWidgetImages/Councillors/cr-div10.jpg,,https://www.sunshinecoast.qld.gov.au/Council/Mayor-and-Councillors/Profiles/Division-10-Cr-Greg-Rogerson,Division 10,mail@sunshinecoast.qld.gov.au
Jason O'Pray,,,,Sunshine Coast Regional Council,http://www.sunshinecoast.qld.gov.au,sunshine_coast_regional_council/jason_o'pray,Jason.Opray@sunshinecoast.qld.gov.au,https://d1j8a4bqwzee3.cloudfront.net/~/media/Corporate/Images/PageWidgetImages/Councillors/cr-div8.jpg,,https://www.sunshinecoast.qld.gov.au/Council/Mayor-and-Councillors/Profiles/Division-8-Cr-Jason-OPray,Division 8,mail@sunshinecoast.qld.gov.au
Jenny McKay,,,,Sunshine Coast Regional Council,http://www.sunshinecoast.qld.gov.au,sunshine_coast_regional_council/jenny_mckay,Jenny.McKay@sunshinecoast.qld.gov.au,https://d1j8a4bqwzee3.cloudfront.net/~/media/Corporate/Images/PageWidgetImages/Councillors/cr-div5.jpg,,https://www.sunshinecoast.qld.gov.au/Council/Mayor-and-Councillors/Profiles/Division-5-Cr-Jenny-McKay,Division 5,mail@sunshinecoast.qld.gov.au
Peter Cox,,,,Sunshine Coast Regional Council,http://www.sunshinecoast.qld.gov.au,sunshine_coast_regional_council/peter_cox,Peter.Cox@sunshinecoast.qld.gov.au,https://d1j8a4bqwzee3.cloudfront.net/~/media/Corporate/Images/PageWidgetImages/Councillors/cr-div3.jpg,,https://www.sunshinecoast.qld.gov.au/Council/Mayor-and-Councillors/Peter.Cox@sunshinecoast.qld.gov.au,Division 3,mail@sunshinecoast.qld.gov.au
Rick Baberowski,,,,Sunshine Coast Regional Council,http://www.sunshinecoast.qld.gov.au,sunshine_coast_regional_council/rick_baberowski,Rick.Baberowski@sunshinecoast.qld.gov.au,https://d1j8a4bqwzee3.cloudfront.net/~/media/Corporate/Images/PageWidgetImages/Councillors/cr-div1.jpg,,https://www.sunshinecoast.qld.gov.au/en/Council/Mayor-and-Councillors/Profiles/Division-1-Cr-Rick-Baberowski,Division 1,mail@sunshinecoast.qld.gov.au
Stephen Robinson,,,,Sunshine Coast Regional Council,http://www.sunshinecoast.qld.gov.au,sunshine_coast_regional_council/stephen_robinson,Stephen.Robinson@sunshinecoast.qld.gov.au,https://d1j8a4bqwzee3.cloudfront.net/~/media/Corporate/Images/PageWidgetImages/Councillors/cr-div9.jpg,,https://www.sunshinecoast.qld.gov.au/Council/Mayor-and-Councillors/Profiles/Division-9-Cr-Steve-Robinson,Division 9,mail@sunshinecoast.qld.gov.au
Ted Hungerford,,,,Sunshine Coast Regional Council,http://www.sunshinecoast.qld.gov.au,sunshine_coast_regional_council/ted_hungerford,Ted.Hungerford@sunshinecoast.qld.gov.au,https://d1j8a4bqwzee3.cloudfront.net/~/media/Corporate/Images/PageWidgetImages/Councillors/cr-div7.jpg,,https://www.sunshinecoast.qld.gov.au/Council/Mayor-and-Councillors/Profiles/Division-7-Cr-Ted-Hungerford,Division 7,mail@sunshinecoast.qld.gov.au
Tim Dwyer,,,,Sunshine Coast Regional Council,http://www.sunshinecoast.qld.gov.au,sunshine_coast_regional_council/tim_dwyer,Tim.Dwyer@sunshinecoast.qld.gov.au,https://d1j8a4bqwzee3.cloudfront.net/~/media/Corporate/Images/PageWidgetImages/Councillors/cr-div2.jpg,,https://www.sunshinecoast.qld.gov.au/Council/Mayor-and-Councillors/Profiles/Division-2-Cr-Tim-Dwyer,Division 2,mail@sunshinecoast.qld.gov.au
Joe Paronella,,,mayor,Tablelands Regional Council,http://www.trc.qld.gov.au,tablelands_regional_council/joe_paronella,,,,,,info@trc.qld.gov.au
Kate Eden,,,,Tablelands Regional Council,http://www.trc.qld.gov.au,tablelands_regional_council/kate_eden,,,,,,info@trc.qld.gov.au
Annette Haydon,,,,Tablelands Regional Council,http://www.trc.qld.gov.au,tablelands_regional_council/annette_haydon,,,,,,info@trc.qld.gov.au
Anthony Ball,,,,Tablelands Regional Council,http://www.trc.qld.gov.au,tablelands_regional_council/anthony_ball,,,,,,info@trc.qld.gov.au
Samantha Banks,,,,Tablelands Regional Council,http://www.trc.qld.gov.au,tablelands_regional_council/samantha_banks,,,,,,info@trc.qld.gov.au
Katrina Spies,,,,Tablelands Regional Council,http://www.trc.qld.gov.au,tablelands_regional_council/katrina_spies,,,,,,info@trc.qld.gov.au
Bronwyn Voyce,,,,Tablelands Regional Council,http://www.trc.qld.gov.au,tablelands_regional_council/bronwyn_voyce,,,,,,info@trc.qld.gov.au
